
Printing code table
 123 | p = 0     | k = 118   | code = 123 | lastUse = 15307
 124 | p = 0     | k = 119   | code = 124 | lastUse = 0
 125 | p = 0     | k = 120   | code = 125 | lastUse = 0
 126 | p = 0     | k = 121   | code = 126 | lastUse = 0
 127 | p = 0     | k = 122   | code = 127 | lastUse = 0
 128 | p = 0     | k = 123   | code = 128 | lastUse = 0
 129 | p = 0     | k = 124   | code = 129 | lastUse = 0
 130 | p = 0     | k = 125   | code = 130 | lastUse = 0
 131 | p = 0     | k = 126   | code = 131 | lastUse = 0
 132 | p = 0     | k = 127   | code = 132 | lastUse = 0
 133 | p = 0     | k = 128   | code = 133 | lastUse = 0
 134 | p = 0     | k = 129   | code = 134 | lastUse = 0
 135 | p = 0     | k = 130   | code = 135 | lastUse = 0
 136 | p = 0     | k = 131   | code = 136 | lastUse = 0
 137 | p = 0     | k = 132   | code = 137 | lastUse = 0
 138 | p = 0     | k = 133   | code = 138 | lastUse = 0
 139 | p = 0     | k = 134   | code = 139 | lastUse = 0
 140 | p = 0     | k = 135   | code = 140 | lastUse = 0
 141 | p = 0     | k = 136   | code = 141 | lastUse = 0
 142 | p = 0     | k = 137   | code = 142 | lastUse = 0
 143 | p = 0     | k = 138   | code = 143 | lastUse = 0
 144 | p = 0     | k = 139   | code = 144 | lastUse = 0
 145 | p = 0     | k = 140   | code = 145 | lastUse = 0
 146 | p = 0     | k = 141   | code = 146 | lastUse = 0
 147 | p = 0     | k = 142   | code = 147 | lastUse = 0
 148 | p = 0     | k = 143   | code = 148 | lastUse = 0
 149 | p = 0     | k = 144   | code = 149 | lastUse = 0
 150 | p = 0     | k = 145   | code = 150 | lastUse = 0
 151 | p = 0     | k = 146   | code = 151 | lastUse = 0
 152 | p = 0     | k = 147   | code = 152 | lastUse = 0
 153 | p = 0     | k = 148   | code = 153 | lastUse = 0
 154 | p = 0     | k = 149   | code = 154 | lastUse = 0
 155 | p = 0     | k = 150   | code = 155 | lastUse = 0
 156 | p = 0     | k = 151   | code = 156 | lastUse = 0
 157 | p = 0     | k = 152   | code = 157 | lastUse = 0
 158 | p = 0     | k = 153   | code = 158 | lastUse = 0
 159 | p = 0     | k = 154   | code = 159 | lastUse = 0
 160 | p = 0     | k = 155   | code = 160 | lastUse = 0
 161 | p = 0     | k = 156   | code = 161 | lastUse = 0
 162 | p = 0     | k = 157   | code = 162 | lastUse = 0
 163 | p = 0     | k = 158   | code = 163 | lastUse = 0
 164 | p = 0     | k = 159   | code = 164 | lastUse = 0
 165 | p = 0     | k = 160   | code = 165 | lastUse = 0
 166 | p = 0     | k = 161   | code = 166 | lastUse = 0
 167 | p = 0     | k = 162   | code = 167 | lastUse = 0
 168 | p = 0     | k = 163   | code = 168 | lastUse = 0
 169 | p = 0     | k = 164   | code = 169 | lastUse = 0
 170 | p = 0     | k = 165   | code = 170 | lastUse = 0
 171 | p = 0     | k = 166   | code = 171 | lastUse = 0
 172 | p = 0     | k = 167   | code = 172 | lastUse = 0
 173 | p = 0     | k = 168   | code = 173 | lastUse = 0
 174 | p = 0     | k = 169   | code = 174 | lastUse = 0
 175 | p = 0     | k = 170   | code = 175 | lastUse = 0
 176 | p = 0     | k = 171   | code = 176 | lastUse = 0
 177 | p = 0     | k = 172   | code = 177 | lastUse = 0
 178 | p = 0     | k = 173   | code = 178 | lastUse = 0
 179 | p = 0     | k = 174   | code = 179 | lastUse = 0
 180 | p = 0     | k = 175   | code = 180 | lastUse = 0
 181 | p = 0     | k = 176   | code = 181 | lastUse = 0
 182 | p = 0     | k = 177   | code = 182 | lastUse = 0
 183 | p = 0     | k = 178   | code = 183 | lastUse = 0
 184 | p = 0     | k = 179   | code = 184 | lastUse = 0
 185 | p = 0     | k = 180   | code = 185 | lastUse = 0
 186 | p = 0     | k = 181   | code = 186 | lastUse = 0
 187 | p = 0     | k = 182   | code = 187 | lastUse = 0
 188 | p = 0     | k = 183   | code = 188 | lastUse = 0
 189 | p = 0     | k = 184   | code = 189 | lastUse = 0
 190 | p = 0     | k = 185   | code = 190 | lastUse = 0
 191 | p = 0     | k = 186   | code = 191 | lastUse = 0
 192 | p = 0     | k = 187   | code = 192 | lastUse = 0
 193 | p = 0     | k = 188   | code = 193 | lastUse = 0
 194 | p = 0     | k = 189   | code = 194 | lastUse = 0
 195 | p = 0     | k = 190   | code = 195 | lastUse = 0
 196 | p = 0     | k = 191   | code = 196 | lastUse = 0
 197 | p = 0     | k = 192   | code = 197 | lastUse = 0
 198 | p = 0     | k = 193   | code = 198 | lastUse = 0
 199 | p = 0     | k = 194   | code = 199 | lastUse = 0
 200 | p = 0     | k = 195   | code = 200 | lastUse = 0
 201 | p = 0     | k = 196   | code = 201 | lastUse = 0
 202 | p = 0     | k = 197   | code = 202 | lastUse = 0
 203 | p = 0     | k = 198   | code = 203 | lastUse = 0
 204 | p = 0     | k = 199   | code = 204 | lastUse = 0
 205 | p = 0     | k = 200   | code = 205 | lastUse = 0
 206 | p = 0     | k = 201   | code = 206 | lastUse = 0
 207 | p = 0     | k = 202   | code = 207 | lastUse = 0
 208 | p = 0     | k = 203   | code = 208 | lastUse = 0
 209 | p = 0     | k = 204   | code = 209 | lastUse = 0
 210 | p = 0     | k = 205   | code = 210 | lastUse = 0
 211 | p = 0     | k = 206   | code = 211 | lastUse = 0
 212 | p = 0     | k = 207   | code = 212 | lastUse = 0
 213 | p = 0     | k = 208   | code = 213 | lastUse = 0
 214 | p = 0     | k = 209   | code = 214 | lastUse = 0
 215 | p = 0     | k = 210   | code = 215 | lastUse = 0
 216 | p = 0     | k = 211   | code = 216 | lastUse = 0
 217 | p = 0     | k = 212   | code = 217 | lastUse = 0
 218 | p = 0     | k = 213   | code = 218 | lastUse = 0
 219 | p = 0     | k = 214   | code = 219 | lastUse = 0
 220 | p = 0     | k = 215   | code = 220 | lastUse = 0
 221 | p = 0     | k = 216   | code = 221 | lastUse = 0
 222 | p = 0     | k = 217   | code = 222 | lastUse = 0
 223 | p = 0     | k = 218   | code = 223 | lastUse = 0
 224 | p = 0     | k = 219   | code = 224 | lastUse = 0
 225 | p = 0     | k = 220   | code = 225 | lastUse = 0
 226 | p = 0     | k = 221   | code = 226 | lastUse = 0
 227 | p = 0     | k = 222   | code = 227 | lastUse = 0
 228 | p = 0     | k = 223   | code = 228 | lastUse = 0
 229 | p = 0     | k = 224   | code = 229 | lastUse = 0
 230 | p = 0     | k = 225   | code = 230 | lastUse = 0
 231 | p = 0     | k = 226   | code = 231 | lastUse = 0
 232 | p = 0     | k = 227   | code = 232 | lastUse = 0
 233 | p = 0     | k = 228   | code = 233 | lastUse = 0
 234 | p = 0     | k = 229   | code = 234 | lastUse = 0
 235 | p = 0     | k = 230   | code = 235 | lastUse = 0
 236 | p = 0     | k = 231   | code = 236 | lastUse = 0
 237 | p = 0     | k = 232   | code = 237 | lastUse = 0
 238 | p = 0     | k = 233   | code = 238 | lastUse = 0
 239 | p = 0     | k = 234   | code = 239 | lastUse = 0
 240 | p = 0     | k = 235   | code = 240 | lastUse = 0
 241 | p = 0     | k = 236   | code = 241 | lastUse = 0
 242 | p = 0     | k = 237   | code = 242 | lastUse = 0
 243 | p = 0     | k = 238   | code = 243 | lastUse = 0
 244 | p = 0     | k = 239   | code = 244 | lastUse = 0
 245 | p = 0     | k = 240   | code = 245 | lastUse = 0
 246 | p = 0     | k = 241   | code = 246 | lastUse = 0
 247 | p = 0     | k = 242   | code = 247 | lastUse = 0
 248 | p = 0     | k = 243   | code = 248 | lastUse = 0
 249 | p = 0     | k = 244   | code = 249 | lastUse = 0
 250 | p = 0     | k = 245   | code = 250 | lastUse = 0
 251 | p = 0     | k = 246   | code = 251 | lastUse = 0
 252 | p = 0     | k = 247   | code = 252 | lastUse = 0
 253 | p = 0     | k = 248   | code = 253 | lastUse = 0
 254 | p = 0     | k = 249   | code = 254 | lastUse = 0
 255 | p = 0     | k = 250   | code = 255 | lastUse = 0
 256 | p = 0     | k = 251   | code = 256 | lastUse = 0
 257 | p = 0     | k = 252   | code = 257 | lastUse = 0
 258 | p = 0     | k = 253   | code = 258 | lastUse = 0
 259 | p = 0     | k = 254   | code = 259 | lastUse = 0
 260 | p = 0     | k = 255   | code = 260 | lastUse = 0
 261 | p = 106   | k = 63    | code = 261 | lastUse = 15299
 262 | p = 108   | k = 101   | code = 262 | lastUse = 15302
 263 | p = 122   | k = 103   | code = 263 | lastUse = 15301
 264 | p = 39    | k = 32    | code = 264 | lastUse = 0
 265 | p = 264   | k = 115   | code = 265 | lastUse = 15300
 266 | p = 120   | k = 116   | code = 266 | lastUse = 0
 267 | p = 266   | k = 101   | code = 267 | lastUse = 0
 268 | p = 267   | k = 100   | code = 268 | lastUse = 15303
 269 | p = 102   | k = 98    | code = 269 | lastUse = 0
 270 | p = 269   | k = 108   | code = 270 | lastUse = 15298
 271 | p = 37    | k = 65    | code = 271 | lastUse = 0
 272 | p = 271   | k = 110   | code = 272 | lastUse = 0
 273 | p = 272   | k = 110   | code = 273 | lastUse = 0
 274 | p = 273   | k = 97    | code = 274 | lastUse = 0
 275 | p = 274   | k = 32    | code = 275 | lastUse = 15304
 276 | p = 85    | k = 97    | code = 276 | lastUse = 0
 277 | p = 276   | k = 118   | code = 277 | lastUse = 0
 278 | p = 277   | k = 108   | code = 278 | lastUse = 0
 279 | p = 278   | k = 111   | code = 279 | lastUse = 15305
numEntries = 280 | numBits = 9 | MaxCode = 4095

